sifa_body_id,partner_body_id,weight,weightHP,partner_type,partner_instance,partner_hemibrainType,partner_class,partner_subclass,partner_superclass,partner_somaSide,partner_rootSide,direction,dataset,group,side
1418618235,5813056917,5,3,LNd,LNd_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813057274,3,1,FB4Y,FB4Y(EB/NO1)_L,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813058367,1,1,FB6I,FB6I_L,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813062866,12,8,SIFa,SIFa(PDM34),,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813067728,1,1,LHAD1b5,LHAD1b5_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813067779,1,1,KCab-s,KCab-s_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_alpha_beta,R
1418618235,5813068369,1,1,,,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813068743,1,1,KCab-s,KCab-s_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_alpha_beta,R
1418618235,5813069085,1,1,lLN2S,lLN2S(Star)_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813069255,4,1,aMe14a,aMe14a,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813069288,1,1,,Axon(GC),,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
